chi,ell,m,n,Rew,Imw,source,note
0.0,2,2,2,0.30105345461250427,-0.47827698322307044,qnm,s=-2 from qnm package
0.003860617760617761,2,2,2,0.30171900829431897,-0.4781033157859478,qnm,s=-2 from qnm package
0.007721235521235522,2,2,2,0.3023870850468492,-0.4779287414544087,qnm,s=-2 from qnm package
0.011581853281853283,2,2,2,0.303057701844622,-0.47775325194605667,qnm,s=-2 from qnm package
0.015442471042471043,2,2,2,0.3037308758574922,-0.4775768388713097,qnm,s=-2 from qnm package
0.019303088803088803,2,2,2,0.3044066244537228,-0.47739949373175833,qnm,s=-2 from qnm package
0.023163706563706567,2,2,2,0.3050849652031459,-0.47722120791848194,qnm,s=-2 from qnm package
0.027024324324324327,2,2,2,0.3057659158803767,-0.4770419727103337,qnm,s=-2 from qnm package
0.030884942084942087,2,2,2,0.3064494944680814,-0.47686177927219114,qnm,s=-2 from qnm package
0.03474555984555985,2,2,2,0.30713571916034443,-0.4766806186531589,qnm,s=-2 from qnm package
0.03860617760617761,2,2,2,0.3078246083660449,-0.4764984817847597,qnm,s=-2 from qnm package
0.04246679536679537,2,2,2,0.30851618071235454,-0.4763153594790583,qnm,s=-2 from qnm package
0.04632741312741313,2,2,2,0.3092104550482822,-0.4761312424267613,qnm,s=-2 from qnm package
0.05018803088803089,2,2,2,0.30990745044829865,-0.47594612119527435,qnm,s=-2 from qnm package
0.05404864864864865,2,2,2,0.310607186216011,-0.47575998622672,qnm,s=-2 from qnm package
0.05790926640926641,2,2,2,0.31130968188795344,-0.475572827835908,qnm,s=-2 from qnm package
0.06176988416988417,2,2,2,0.31201495723742023,-0.47538463620826066,qnm,s=-2 from qnm package
0.06563050193050193,2,2,2,0.3127230322783929,-0.4751954013977083,qnm,s=-2 from qnm package
0.0694911196911197,2,2,2,0.31343392726955,-0.47500511332451484,qnm,s=-2 from qnm package
0.07335173745173745,2,2,2,0.3141476627183532,-0.4748137617730798,qnm,s=-2 from qnm package
0.07721235521235521,2,2,2,0.3148642593852224,-0.47462133638967324,qnm,s=-2 from qnm package
0.08107297297297297,2,2,2,0.3155837382878081,-0.47442782668013445,qnm,s=-2 from qnm package
0.08493359073359073,2,2,2,0.3163061207053237,-0.4742332220075122,qnm,s=-2 from qnm package
0.08879420849420849,2,2,2,0.3170314281830165,-0.47403751158965574,qnm,s=-2 from qnm package
0.09265482625482627,2,2,2,0.31775968253668796,-0.47384068449674577,qnm,s=-2 from qnm package
0.09651544401544403,2,2,2,0.3184909058573385,-0.47364272964878423,qnm,s=-2 from qnm package
0.10037606177606179,2,2,2,0.31922512051590496,-0.4734436358130103,qnm,s=-2 from qnm package
0.10423667953667955,2,2,2,0.31996234916809463,-0.47324339160126944,qnm,s=-2 from qnm package
0.1080972972972973,2,2,2,0.32070261475933953,-0.4730419854673191,qnm,s=-2 from qnm package
0.11195791505791507,2,2,2,0.32144594052983083,-0.47283940570406974,qnm,s=-2 from qnm package
0.11581853281853283,2,2,2,0.3221923500197,-0.47263564044077017,qnm,s=-2 from qnm package
0.11967915057915059,2,2,2,0.32294186707428535,-0.4724306776401156,qnm,s=-2 from qnm package
0.12353976833976835,2,2,2,0.3236945158495246,-0.4722245050953052,qnm,s=-2 from qnm package
0.12740038610038612,2,2,2,0.3244503208174656,-0.4720171104270143,qnm,s=-2 from qnm package
0.13126100386100387,2,2,2,0.3252093067719174,-0.4718084810803012,qnm,s=-2 from qnm package
0.13512162162162164,2,2,2,0.32597149883417936,-0.4715986043214536,qnm,s=-2 from qnm package
0.1389822393822394,2,2,2,0.32673692245896974,-0.471387467234737,qnm,s=-2 from qnm package
0.14284285714285716,2,2,2,0.327505603440431,-0.47117505671908455,qnm,s=-2 from qnm package
0.1467034749034749,2,2,2,0.32827756791829343,-0.47096135948469614,qnm,s=-2 from qnm package
