chi,ell,m,n,Rew,Imw,source,note
0.0,4,4,0,0.8091783775322389,-0.09416396098892284,qnm,s=-2 from qnm package
0.003860617760617761,4,4,0,0.8102586575354647,-0.0941585984700024,qnm,s=-2 from qnm package
0.007721235521235522,4,4,0,0.8113433125653451,-0.09415301603430143,qnm,s=-2 from qnm package
0.011581853281853283,4,4,0,0.8124323749830173,-0.09414721139163058,qnm,s=-2 from qnm package
0.015442471042471043,4,4,0,0.8135258775068461,-0.09414118222225648,qnm,s=-2 from qnm package
0.019303088803088803,4,4,0,0.8146238532177082,-0.0941349261764232,qnm,s=-2 from qnm package
0.023163706563706567,4,4,0,0.8157263355643969,-0.09412844087386224,qnm,s=-2 from qnm package
0.027024324324324327,4,4,0,0.8168333583691089,-0.09412172390329797,qnm,s=-2 from qnm package
0.030884942084942087,4,4,0,0.8179449558330515,-0.09411477282192544,qnm,s=-2 from qnm package
0.03474555984555985,4,4,0,0.8190611625421429,-0.0941075851549118,qnm,s=-2 from qnm package
0.03860617760617761,4,4,0,0.8201820134728299,-0.09410015839483873,qnm,s=-2 from qnm package
0.04246679536679537,4,4,0,0.8213075439980095,-0.09409249000119052,qnm,s=-2 from qnm package
0.04632741312741313,4,4,0,0.8224377898930666,-0.09408457739977996,qnm,s=-2 from qnm package
0.05018803088803089,4,4,0,0.8235727873420287,-0.09407641798220069,qnm,s=-2 from qnm package
0.05404864864864865,4,4,0,0.8247125729438416,-0.09406800910523715,qnm,s=-2 from qnm package
0.05790926640926641,4,4,0,0.8258571837187549,-0.0940593480902966,qnm,s=-2 from qnm package
0.06176988416988417,4,4,0,0.8270066571148472,-0.09405043222279204,qnm,s=-2 from qnm package
0.06563050193050193,4,4,0,0.8281610310146715,-0.09404125875154737,qnm,s=-2 from qnm package
0.0694911196911197,4,4,0,0.8293203437420261,-0.09403182488815949,qnm,s=-2 from qnm package
0.07335173745173745,4,4,0,0.8304846340688653,-0.0940221278063735,qnm,s=-2 from qnm package
0.07721235521235521,4,4,0,0.8316539412223509,-0.09401216464142886,qnm,s=-2 from qnm package
0.08107297297297297,4,4,0,0.832828304892024,-0.09400193248939133,qnm,s=-2 from qnm package
0.08493359073359073,4,4,0,0.8340077652371464,-0.09399142840647941,qnm,s=-2 from qnm package
0.08879420849420849,4,4,0,0.8351923628941694,-0.09398064940837218,qnm,s=-2 from qnm package
0.09265482625482627,4,4,0,0.836382138984356,-0.09396959246949796,qnm,s=-2 from qnm package
0.09651544401544403,4,4,0,0.8375771351215647,-0.09395825452232104,qnm,s=-2 from qnm package
0.10037606177606179,4,4,0,0.8387773934201841,-0.09394663245660138,qnm,s=-2 from qnm package
0.10423667953667955,4,4,0,0.8399829565032275,-0.09393472311862769,qnm,s=-2 from qnm package
0.1080972972972973,4,4,0,0.841193867510598,-0.09392252331047014,qnm,s=-2 from qnm package
0.11195791505791507,4,4,0,0.8424101701075198,-0.0939100297891757,qnm,s=-2 from qnm package
0.11581853281853283,4,4,0,0.8436319084931442,-0.0938972392659764,qnm,s=-2 from qnm package
0.11967915057915059,4,4,0,0.8448591274093329,-0.09388414840545893,qnm,s=-2 from qnm package
0.12353976833976835,4,4,0,0.8460918721496299,-0.0938707538247341,qnm,s=-2 from qnm package
0.12740038610038612,4,4,0,0.8473301885683968,-0.09385705209256907,qnm,s=-2 from qnm package
0.13126100386100387,4,4,0,0.8485741230901832,-0.0938430397285176,qnm,s=-2 from qnm package
0.13512162162162164,4,4,0,0.8498237227192468,-0.09382871320202185,qnm,s=-2 from qnm package
0.1389822393822394,4,4,0,0.8510790350493027,-0.09381406893150042,qnm,s=-2 from qnm package
0.14284285714285716,4,4,0,0.8523401082734817,-0.09379910328339477,qnm,s=-2 from qnm package
0.1467034749034749,4,4,0,0.8536069911944807,-0.09378381257123398,qnm,s=-2 from qnm package
0.15056409266409268,4,4,0,0.854879733234947,-0.09376819305463484,qnm,s=-2 from qnm package
0.15442471042471043,4,4,0,0.8561583844480802,-0.09375224093831348,qnm,s=-2 from qnm package
0.1582853281853282,4,4,0,0.8574429955284616,-0.09373595237104944,qnm,s=-2 from qnm package
0.16214594594594595,4,4,0,0.8587336178231268,-0.09371932344464518,qnm,s=-2 from qnm package
0.16600656370656372,4,4,0,0.8600303033428663,-0.09370235019284506,qnm,s=-2 from qnm package
0.16986718146718147,4,4,0,0.8613331047737849,-0.09368502859024692,qnm,s=-2 from qnm package
0.17372779922779924,4,4,0,0.8626420754891062,-0.09366735455116935,qnm,s=-2 from qnm package
0.17758841698841699,4,4,0,0.8639572695612506,-0.09364932392850706,qnm,s=-2 from qnm package
0.18144903474903476,4,4,0,0.8652787417741675,-0.09363093251255218,qnm,s=-2 from qnm package
0.18530965250965253,4,4,0,0.8666065476359541,-0.09361217602979122,qnm,s=-2 from qnm package
0.18917027027027028,4,4,0,0.8679407433917378,-0.0935930501416679,qnm,s=-2 from qnm package
0.19303088803088805,4,4,0,0.8692813860368769,-0.09357355044333027,qnm,s=-2 from qnm package
0.1968915057915058,4,4,0,0.8706285333304398,-0.09355367246232563,qnm,s=-2 from qnm package
0.20075212355212357,4,4,0,0.8719822438089893,-0.09353341165728452,qnm,s=-2 from qnm package
0.20461274131274132,4,4,0,0.873342576800698,-0.09351276341656303,qnm,s=-2 from qnm package
0.2084733590733591,4,4,0,0.8747095924397634,-0.09349172305685782,qnm,s=-2 from qnm package
0.21233397683397684,4,4,0,0.8760833516811811,-0.09347028582177369,qnm,s=-2 from qnm package
0.2161945945945946,4,4,0,0.8774639163158391,-0.09344844688038116,qnm,s=-2 from qnm package
0.22005521235521236,4,4,0,0.878851348985973,-0.09342620132571058,qnm,s=-2 from qnm package
0.22391583011583013,4,4,0,0.8802457132009871,-0.09340354417322973,qnm,s=-2 from qnm package
0.22777644787644788,4,4,0,0.8816470733536242,-0.09338047035927223,qnm,s=-2 from qnm package
0.23163706563706565,4,4,0,0.883055494736554,-0.09335697473943058,qnm,s=-2 from qnm package
0.2354976833976834,4,4,0,0.8844710435593174,-0.09333305208691649,qnm,s=-2 from qnm package
0.23935830115830117,4,4,0,0.8858937869657019,-0.09330869709086119,qnm,s=-2 from qnm package
0.24321891891891892,4,4,0,0.8873237930515211,-0.09328390435458926,qnm,s=-2 from qnm package
0.2470795366795367,4,4,0,0.8887611308828145,-0.0932586683938487,qnm,s=-2 from qnm package
0.25094015444015444,4,4,0,0.8902058705145116,-0.09323298363497862,qnm,s=-2 from qnm package
0.25480077220077224,4,4,0,0.8916580830095179,-0.093206844413049,qnm,s=-2 from qnm package
0.25866138996139,4,4,0,0.8931178404583071,-0.09318024496995102,qnm,s=-2 from qnm package
0.26252200772200773,4,4,0,0.8945852159989467,-0.0931531794524154,qnm,s=-2 from qnm package
0.2663826254826255,4,4,0,0.8960602838376555,-0.09312564191001522,qnm,s=-2 from qnm package
0.2702432432432433,4,4,0,0.8975431192698675,-0.09309762629307872,qnm,s=-2 from qnm package
0.274103861003861,4,4,0,0.8990337987017895,-0.09306912645058273,qnm,s=-2 from qnm package
0.2779644787644788,4,4,0,0.9005323996725386,-0.09304013612795707,qnm,s=-2 from qnm package
0.2818250965250965,4,4,0,0.9020390008768184,-0.0930106489648598,qnm,s=-2 from qnm package
0.2856857142857143,4,4,0,0.9035536821881665,-0.09298065849287117,qnm,s=-2 from qnm package
0.28954633204633207,4,4,0,0.9050765246828028,-0.09295015813313541,qnm,s=-2 from qnm package
0.2934069498069498,4,4,0,0.9066076106640866,-0.09291914119394921,qnm,s=-2 from qnm package
0.29726756756756756,4,4,0,0.9081470236876004,-0.09288760086825135,qnm,s=-2 from qnm package
0.30112818532818536,4,4,0,0.9096948485868791,-0.0928555302310886,qnm,s=-2 from qnm package
0.3049888030888031,4,4,0,0.9112511714998173,-0.09282292223697353,qnm,s=-2 from qnm package
0.30884942084942085,4,4,0,0.9128160798957655,-0.09278976971719345,qnm,s=-2 from qnm package
0.31271003861003865,4,4,0,0.9143896626033352,-0.0927560653770351,qnm,s=-2 from qnm package
0.3165706563706564,4,4,0,0.9159720098389361,-0.09272180179293368,qnm,s=-2 from qnm package
0.32043127413127415,4,4,0,0.9175632132360825,-0.09268697140953966,qnm,s=-2 from qnm package
0.3242918918918919,4,4,0,0.9191633658754769,-0.09265156653670775,qnm,s=-2 from qnm package
0.3281525096525097,4,4,0,0.9207725623158993,-0.09261557934639755,qnm,s=-2 from qnm package
